2022-11-26 05:09:47,456 INFO     Search BICs for /tmp/JacksonXml-2b/
2022-11-26 05:09:51,408 DEBUG                  - depth 0, hash f0f19a4, HEAD~18
2022-11-26 05:09:51,412 DEBUG                  - depth 1, hash 80b056c, HEAD~387
2022-11-26 05:09:51,415 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlFactory.java <init> 98:102
2022-11-26 05:09:51,439 DEBUG                  - depth 0, hash 4b49375, HEAD~342
2022-11-26 05:09:51,442 DEBUG                  - depth 1, hash 9b177dd, HEAD~413
2022-11-26 05:09:51,445 DEBUG                  - depth 2, hash ac97422, HEAD~597
2022-11-26 05:09:51,447 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlFactory.java _createParser 551:567
2022-11-26 05:09:51,469 DEBUG                  - depth 0, hash 3507c38, HEAD~229
2022-11-26 05:09:51,473 DEBUG                  - depth 1, hash 76916a1, HEAD~329
2022-11-26 05:09:51,476 DEBUG                  - depth 2, hash 8377ad8, HEAD~469
2022-11-26 05:09:51,478 DEBUG                  - depth 3, hash b1cce7c, HEAD~472
2022-11-26 05:09:51,481 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlFactory.java _initFactories 138:144
2022-11-26 05:09:51,504 DEBUG                  - depth 0, hash 9b177dd, HEAD~413
2022-11-26 05:09:51,510 DEBUG                  - depth 1, hash 57fbffd, HEAD~455
2022-11-26 05:09:51,513 DEBUG                  - depth 2, hash ac97422, HEAD~597
2022-11-26 05:09:51,519 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlFactory.java _initializeXmlReader 647:654
2022-11-26 05:09:51,542 DEBUG                  - depth 0, hash ac97422, HEAD~597
2022-11-26 05:09:51,549 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlFactory.java createParser 423:432
2022-11-26 05:09:51,568 DEBUG                  - depth 0, hash 499e97a, HEAD~208
2022-11-26 05:09:51,572 DEBUG                  - depth 1, hash 3507c38, HEAD~229
2022-11-26 05:09:51,576 DEBUG                  - depth 2, hash 7058997, HEAD~457
2022-11-26 05:09:52,444 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlMapper.java <clinit> 35:35
2022-11-26 05:09:52,460 DEBUG                  - depth 0, hash a1dfe97, HEAD~436
2022-11-26 05:09:52,465 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlMapper.java <init> 70:72
2022-11-26 05:09:52,482 DEBUG                  - depth 0, hash bf64350, HEAD~215
2022-11-26 05:09:52,486 DEBUG                  - depth 1, hash a1dfe97, HEAD~436
2022-11-26 05:09:52,489 DEBUG                  - depth 2, hash ac97422, HEAD~597
2022-11-26 05:09:52,492 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/XmlMapper.java <init> 74:87
2022-11-26 05:09:52,513 DEBUG                  - depth 0, hash 7c7e8c9, HEAD~130
2022-11-26 05:09:52,517 DEBUG                  - depth 1, hash a1dfe97, HEAD~436
2022-11-26 05:09:52,520 DEBUG                  - depth 2, hash 6e8939a, HEAD~587
2022-11-26 05:09:52,522 DEBUG                  - depth 3, hash ac97422, HEAD~597
2022-11-26 05:09:53,504 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java <init> 80:80
2022-11-26 05:09:53,532 DEBUG                  - depth 0, hash 3bb8b8a, HEAD~414
2022-11-26 05:09:53,536 DEBUG                  - depth 1, hash ac97422, HEAD~597
2022-11-26 05:09:53,540 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java _releaseBuffers 957:959
2022-11-26 05:09:53,567 DEBUG                  - depth 0, hash 5aba567, HEAD~167
2022-11-26 05:09:53,572 DEBUG                  - depth 1, hash 4619fdd, HEAD~583
2022-11-26 05:09:53,575 DEBUG                  - depth 2, hash ac97422, HEAD~597
2022-11-26 05:09:53,579 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java close 351:368
2022-11-26 05:09:53,601 DEBUG                  - depth 0, hash 5c23406, HEAD~528
2022-11-26 05:09:53,611 DEBUG                  - depth 1, hash ac97422, HEAD~597
2022-11-26 05:09:53,617 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java getCurrentName 322:338
2022-11-26 05:09:53,646 DEBUG                  - depth 0, hash 2d7683e, HEAD~48
2022-11-26 05:09:53,651 DEBUG                  - depth 1, hash b5bbfa6, HEAD~78
2022-11-26 05:09:53,655 DEBUG                  - depth 2, hash 320d5fb, HEAD~424
2022-11-26 05:09:53,659 DEBUG                  - depth 3, hash 7088e03, HEAD~452
2022-11-26 05:09:53,661 DEBUG                  - depth 4, hash ac97422, HEAD~597
2022-11-26 05:09:53,664 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java getParsingContext 23
2022-11-26 05:09:53,687 DEBUG                  - depth 0, hash ac97422, HEAD~597
2022-11-26 05:09:53,692 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java getParsingContext 373:376
2022-11-26 05:09:53,719 DEBUG                  - depth 0, hash 5aba567, HEAD~167
2022-11-26 05:09:53,725 DEBUG                  - depth 1, hash 7088e03, HEAD~452
2022-11-26 05:09:53,730 DEBUG                  - depth 2, hash ac97422, HEAD~597
2022-11-26 05:09:53,736 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java getText 725:739
2022-11-26 05:09:53,760 DEBUG                  - depth 0, hash b5bbfa6, HEAD~78
2022-11-26 05:09:53,767 DEBUG                  - depth 1, hash 57fbffd, HEAD~455
2022-11-26 05:09:53,771 DEBUG                  - depth 2, hash ac97422, HEAD~597
2022-11-26 05:09:53,774 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java nextToken 453:589
2022-11-26 05:09:53,799 DEBUG                  - depth 0, hash 7749b6f, HEAD~16
2022-11-26 05:09:53,803 DEBUG                  - depth 1, hash 2d7683e, HEAD~48
2022-11-26 05:09:53,806 DEBUG                  - depth 2, hash 3502de0, HEAD~67
2022-11-26 05:09:53,811 DEBUG                  - depth 3, hash ac88d66, HEAD~164
2022-11-26 05:09:53,815 DEBUG                  - depth 4, hash 5aba567, HEAD~167
2022-11-26 05:09:53,818 DEBUG                  - depth 5, hash 3bb8b8a, HEAD~414
2022-11-26 05:09:53,822 DEBUG                  - depth 6, hash 9d3997c, HEAD~420
2022-11-26 05:09:53,826 DEBUG                  - depth 7, hash fc00809, HEAD~423
2022-11-26 05:09:53,830 DEBUG                  - depth 8, hash 320d5fb, HEAD~424
2022-11-26 05:09:53,833 DEBUG                  - depth 9, hash 09f05a5, HEAD~440
2022-11-26 05:09:53,837 DEBUG                  - depth 10, hash 41628fa, HEAD~442
2022-11-26 05:09:53,842 DEBUG                  - depth 11, hash c95b94a, HEAD~444
2022-11-26 05:09:53,846 DEBUG                  - depth 12, hash 901c8f9, HEAD~445
2022-11-26 05:09:53,849 DEBUG                  - depth 13, hash 34beb47, HEAD~473
2022-11-26 05:09:53,852 DEBUG                  - depth 14, hash ac97422, HEAD~597
2022-11-26 05:09:53,858 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java <clinit> 453:589
2022-11-26 05:09:53,887 DEBUG                  - depth 0, hash 7749b6f, HEAD~16
2022-11-26 05:09:53,893 DEBUG                  - depth 1, hash 2d7683e, HEAD~48
2022-11-26 05:09:53,896 DEBUG                  - depth 2, hash 3502de0, HEAD~67
2022-11-26 05:09:53,898 DEBUG                  - depth 3, hash ac88d66, HEAD~164
2022-11-26 05:09:53,902 DEBUG                  - depth 4, hash 5aba567, HEAD~167
2022-11-26 05:09:53,905 DEBUG                  - depth 5, hash 3bb8b8a, HEAD~414
2022-11-26 05:09:53,908 DEBUG                  - depth 6, hash 9d3997c, HEAD~420
2022-11-26 05:09:53,911 DEBUG                  - depth 7, hash fc00809, HEAD~423
2022-11-26 05:09:53,914 DEBUG                  - depth 8, hash 320d5fb, HEAD~424
2022-11-26 05:09:53,918 DEBUG                  - depth 9, hash 09f05a5, HEAD~440
2022-11-26 05:09:53,922 DEBUG                  - depth 10, hash 41628fa, HEAD~442
2022-11-26 05:09:53,925 DEBUG                  - depth 11, hash c95b94a, HEAD~444
2022-11-26 05:09:53,928 DEBUG                  - depth 12, hash 901c8f9, HEAD~445
2022-11-26 05:09:53,931 DEBUG                  - depth 13, hash 34beb47, HEAD~473
2022-11-26 05:09:53,934 DEBUG                  - depth 14, hash ac97422, HEAD~597
2022-11-26 05:09:53,936 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/FromXmlParser.java collectDefaults 47:56
2022-11-26 05:09:53,963 DEBUG                  - depth 0, hash ac97422, HEAD~597
2022-11-26 05:09:54,797 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/WrapperHandlingDeserializer.java <init> 37:39
2022-11-26 05:09:54,813 DEBUG                  - depth 0, hash c95b94a, HEAD~444
2022-11-26 05:09:54,818 DEBUG                  - depth 1, hash 901c8f9, HEAD~445
2022-11-26 05:09:54,821 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/WrapperHandlingDeserializer.java <init> 41:46
2022-11-26 05:09:54,839 DEBUG                  - depth 0, hash eedb6de, HEAD~156
2022-11-26 05:09:54,843 DEBUG                  - depth 1, hash 3fbf582, HEAD~309
2022-11-26 05:09:54,846 DEBUG                  - depth 2, hash c95b94a, HEAD~444
2022-11-26 05:09:54,848 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/WrapperHandlingDeserializer.java _verifyDeserType 157:164
2022-11-26 05:09:54,868 DEBUG                  - depth 0, hash 901c8f9, HEAD~445
2022-11-26 05:09:54,874 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/WrapperHandlingDeserializer.java createContextual 61:108
2022-11-26 05:09:54,894 DEBUG                  - depth 0, hash 4496496, HEAD~144
2022-11-26 05:09:54,902 DEBUG                  - depth 1, hash eedb6de, HEAD~156
2022-11-26 05:09:54,906 DEBUG                  - depth 2, hash 8ed4199, HEAD~303
2022-11-26 05:09:54,909 DEBUG                  - depth 3, hash 3fbf582, HEAD~309
2022-11-26 05:09:54,913 DEBUG                  - depth 4, hash d54aade, HEAD~352
2022-11-26 05:09:54,916 DEBUG                  - depth 5, hash 4b5c9b7, HEAD~441
2022-11-26 05:09:54,918 DEBUG                  - depth 6, hash 41628fa, HEAD~442
2022-11-26 05:09:54,921 DEBUG                  - depth 7, hash c95b94a, HEAD~444
2022-11-26 05:09:54,923 DEBUG                  - depth 8, hash 901c8f9, HEAD~445
2022-11-26 05:09:55,714 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlBeanDeserializerModifier.java <init> 24:24
2022-11-26 05:09:55,731 DEBUG                  - depth 0, hash 3bb8b8a, HEAD~414
2022-11-26 05:09:55,735 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlBeanDeserializerModifier.java _findSoleTextProp 105:131
2022-11-26 05:09:55,749 DEBUG                  - depth 0, hash 4c6bad9, HEAD~311
2022-11-26 05:09:55,754 DEBUG                  - depth 1, hash 901c8f9, HEAD~445
2022-11-26 05:09:55,757 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlBeanDeserializerModifier.java modifyDeserializer 80:103
2022-11-26 05:09:55,773 DEBUG                  - depth 0, hash 3fbf582, HEAD~309
2022-11-26 05:09:55,777 DEBUG                  - depth 1, hash 4c6bad9, HEAD~311
2022-11-26 05:09:55,780 DEBUG                  - depth 2, hash 901c8f9, HEAD~445
2022-11-26 05:09:55,782 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlBeanDeserializerModifier.java updateProperties 31:78
2022-11-26 05:09:55,798 DEBUG                  - depth 0, hash 4c6bad9, HEAD~311
2022-11-26 05:09:55,802 DEBUG                  - depth 1, hash b7433bd, HEAD~323
2022-11-26 05:09:55,804 DEBUG                  - depth 2, hash d54aade, HEAD~352
2022-11-26 05:09:55,807 DEBUG                  - depth 3, hash e8b9a28, HEAD~353
2022-11-26 05:09:55,809 DEBUG                  - depth 4, hash 3bb8b8a, HEAD~414
2022-11-26 05:09:55,812 DEBUG                  - depth 5, hash 4b5c9b7, HEAD~441
2022-11-26 05:09:55,818 DEBUG                  - depth 6, hash c95e6bf, HEAD~448
2022-11-26 05:09:55,821 DEBUG                  - depth 7, hash 7ab79a3, HEAD~451
2022-11-26 05:09:55,824 DEBUG                  - depth 8, hash d9d9325, HEAD~495
2022-11-26 05:09:55,826 DEBUG                  - depth 9, hash e88829a, HEAD~509
2022-11-26 05:09:56,659 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlReadContext.java <init> 48:48
2022-11-26 05:09:56,674 DEBUG                  - depth 0, hash 7088e03, HEAD~452
2022-11-26 05:09:56,679 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlReadContext.java createChildObjectContext 97:106
2022-11-26 05:09:56,694 DEBUG                  - depth 0, hash 7088e03, HEAD~452
2022-11-26 05:09:56,698 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlReadContext.java createRootContext 78:80
2022-11-26 05:09:56,714 DEBUG                  - depth 0, hash faa84af, HEAD~190
2022-11-26 05:09:56,719 DEBUG                  - depth 1, hash 7088e03, HEAD~452
2022-11-26 05:09:56,722 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlReadContext.java getCurrentName 114:115
2022-11-26 05:09:56,736 DEBUG                  - depth 0, hash 7088e03, HEAD~452
2022-11-26 05:09:56,741 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlReadContext.java getNamesToWrap 155:157
2022-11-26 05:09:56,756 DEBUG                  - depth 0, hash c95b94a, HEAD~444
2022-11-26 05:09:56,759 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlReadContext.java getParent 117:118
2022-11-26 05:09:56,779 DEBUG                  - depth 0, hash 7088e03, HEAD~452
2022-11-26 05:09:56,783 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlReadContext.java setCurrentName 130:132
2022-11-26 05:09:56,801 DEBUG                  - depth 0, hash faa84af, HEAD~190
2022-11-26 05:09:56,807 DEBUG                  - depth 1, hash 709ec2e, HEAD~432
2022-11-26 05:09:57,733 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTextDeserializer.java <init> 52:58
2022-11-26 05:09:57,747 DEBUG                  - depth 0, hash 3fbf582, HEAD~309
2022-11-26 05:09:57,753 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTextDeserializer.java <init> 44:50
2022-11-26 05:09:57,768 DEBUG                  - depth 0, hash 3fbf582, HEAD~309
2022-11-26 05:09:57,772 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTextDeserializer.java _verifyDeserType 126:133
2022-11-26 05:09:57,788 DEBUG                  - depth 0, hash 3fbf582, HEAD~309
2022-11-26 05:09:57,792 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTextDeserializer.java createContextual 73:79
2022-11-26 05:09:57,808 DEBUG                  - depth 0, hash 8ed4199, HEAD~303
2022-11-26 05:09:57,815 DEBUG                  - depth 1, hash 3fbf582, HEAD~309
2022-11-26 05:09:57,820 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTextDeserializer.java deserialize 87:97
2022-11-26 05:09:57,853 DEBUG                  - depth 0, hash 3fbf582, HEAD~309
2022-11-26 05:09:58,744 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTokenStream.java <init> 62:62
2022-11-26 05:09:58,764 DEBUG                  - depth 0, hash ac97422, HEAD~597
2022-11-26 05:09:58,770 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTokenStream.java _collectUntilTag 350:372
2022-11-26 05:09:58,790 DEBUG                  - depth 0, hash ac97422, HEAD~597
2022-11-26 05:09:58,800 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTokenStream.java _handleEndElement 468:484
2022-11-26 05:09:58,825 DEBUG                  - depth 0, hash fc00809, HEAD~423
2022-11-26 05:09:58,833 DEBUG                  - depth 1, hash 320d5fb, HEAD~424
2022-11-26 05:09:58,836 DEBUG                  - depth 2, hash 73ac837, HEAD~431
2022-11-26 05:09:58,839 DEBUG                  - depth 3, hash 09f05a5, HEAD~440
2022-11-26 05:09:58,842 DEBUG                  - depth 4, hash 41628fa, HEAD~442
2022-11-26 05:09:58,845 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTokenStream.java _initStartElement 396:427
2022-11-26 05:09:58,873 DEBUG                  - depth 0, hash 51408b8, HEAD~242
2022-11-26 05:09:58,878 DEBUG                  - depth 1, hash 320d5fb, HEAD~424
2022-11-26 05:09:58,881 DEBUG                  - depth 2, hash 09f05a5, HEAD~440
2022-11-26 05:09:58,888 DEBUG                  - depth 3, hash 41628fa, HEAD~442
2022-11-26 05:09:58,895 DEBUG                  - depth 4, hash ac97422, HEAD~597
2022-11-26 05:09:58,899 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTokenStream.java _next 303:348
2022-11-26 05:09:58,930 DEBUG                  - depth 0, hash 09f05a5, HEAD~440
2022-11-26 05:09:58,936 DEBUG                  - depth 1, hash 41628fa, HEAD~442
2022-11-26 05:09:58,938 DEBUG                  - depth 2, hash 9b51833, HEAD~551
2022-11-26 05:09:58,941 DEBUG                  - depth 3, hash ac97422, HEAD~597
2022-11-26 05:09:58,944 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTokenStream.java _skipUntilTag 374:388
2022-11-26 05:09:58,963 DEBUG                  - depth 0, hash 09f05a5, HEAD~440
2022-11-26 05:09:58,969 DEBUG                  - depth 1, hash ac97422, HEAD~597
2022-11-26 05:09:58,972 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTokenStream.java closeCompletely 186:193
2022-11-26 05:09:58,992 DEBUG                  - depth 0, hash ac97422, HEAD~597
2022-11-26 05:09:58,997 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTokenStream.java getLocalName 180:180
2022-11-26 05:09:59,018 DEBUG                  - depth 0, hash ac97422, HEAD~597
2022-11-26 05:09:59,024 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTokenStream.java getText 179:179
2022-11-26 05:09:59,044 DEBUG                  - depth 0, hash ac97422, HEAD~597
2022-11-26 05:09:59,049 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTokenStream.java next 156:167
2022-11-26 05:09:59,065 DEBUG                  - depth 0, hash 2dfbd8c, HEAD~418
2022-11-26 05:09:59,069 DEBUG                  - depth 1, hash 320d5fb, HEAD~424
2022-11-26 05:09:59,074 DEBUG                  - depth 2, hash d3dae68, HEAD~426
2022-11-26 05:09:59,080 DEBUG                  - depth 3, hash 09f05a5, HEAD~440
2022-11-26 05:09:59,084 DEBUG                  - depth 4, hash 41628fa, HEAD~442
2022-11-26 05:09:59,087 DEBUG                  - depth 5, hash ac97422, HEAD~597
2022-11-26 05:09:59,093 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/deser/XmlTokenStream.java skipEndElement 169:175
2022-11-26 05:09:59,111 DEBUG                  - depth 0, hash 54779d9, HEAD~428
2022-11-26 05:09:59,115 DEBUG                  - depth 1, hash ac97422, HEAD~597
2022-11-26 05:10:00,074 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java <clinit> 42
2022-11-26 05:10:00,096 DEBUG                  - depth 0, hash 662d9d4, HEAD~126
2022-11-26 05:10:00,101 DEBUG                  - depth 1, hash ac97422, HEAD~597
2022-11-26 05:10:00,104 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java <clinit> 48
2022-11-26 05:10:00,129 DEBUG                  - depth 0, hash ac97422, HEAD~597
2022-11-26 05:10:00,134 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java <clinit> 59
2022-11-26 05:10:00,159 DEBUG                  - depth 0, hash ac97422, HEAD~597
2022-11-26 05:10:00,164 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java <init> 80:83
2022-11-26 05:10:00,191 DEBUG                  - depth 0, hash ac97422, HEAD~597
2022-11-26 05:10:00,195 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java collectDefaults 69:78
2022-11-26 05:10:00,221 DEBUG                  - depth 0, hash ac97422, HEAD~597
2022-11-26 05:10:00,226 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java enabledByDefault 85:85
2022-11-26 05:10:00,251 DEBUG                  - depth 0, hash 662d9d4, HEAD~126
2022-11-26 05:10:00,254 DEBUG                  - depth 1, hash ac97422, HEAD~597
2022-11-26 05:10:01,050 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlBeanSerializerModifier.java <init> 24:24
2022-11-26 05:10:01,065 DEBUG                  - depth 0, hash 621128d, HEAD~408
2022-11-26 05:10:01,947 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlSerializerProvider.java <clinit> 35:35
2022-11-26 05:10:01,963 DEBUG                  - depth 0, hash ac97422, HEAD~597
2022-11-26 05:10:01,967 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlSerializerProvider.java <init> 39:43
2022-11-26 05:10:01,985 DEBUG                  - depth 0, hash 478883d, HEAD~594
2022-11-26 05:10:01,989 DEBUG                  - depth 1, hash ac97422, HEAD~597
2022-11-26 05:10:02,805 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/AnnotationUtil.java findIsAttributeAnnotation 29:46
2022-11-26 05:10:02,820 DEBUG                  - depth 0, hash eb05a1c, HEAD~243
2022-11-26 05:10:02,825 DEBUG                  - depth 1, hash e88829a, HEAD~509
2022-11-26 05:10:02,828 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/AnnotationUtil.java findIsTextAnnotation 48:65
2022-11-26 05:10:02,845 DEBUG                  - depth 0, hash eb05a1c, HEAD~243
2022-11-26 05:10:02,851 DEBUG                  - depth 1, hash 1dff468, HEAD~497
2022-11-26 05:10:03,856 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <init> 60:60
2022-11-26 05:10:03,882 DEBUG                  - depth 0, hash 146e4ea, HEAD~525
2022-11-26 05:10:03,888 DEBUG                  - depth 1, hash ac97422, HEAD~597
2022-11-26 05:10:03,892 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <clinit> 487
2022-11-26 05:10:03,922 DEBUG                  - depth 0, hash 146e4ea, HEAD~525
